RegionKey,division,district,upazila,RegionDpheUrl,RegionContactCount,RegionContactEmails
Mymensingh-Jamalpur-Islampur,Mymensingh,Jamalpur,Islampur,http://dphe.islampur.jamalpur.gov.bd/en,9,2
Mymensingh-Jamalpur-Jamalpur Sadar,Mymensingh,Jamalpur,Jamalpur Sadar,http://dphe.sadar.jamalpur.gov.bd/en,0,0
Mymensingh-Jamalpur-Madarganj,Mymensingh,Jamalpur,Madarganj,http://dphe.madarganj.jamalpur.gov.bd/en,5,1
Mymensingh-Jamalpur-Melandaha,Mymensingh,Jamalpur,Melandaha,http://dphe.melandaha.jamalpur.gov.bd/en,0,0
Mymensingh-Jamalpur-Sarishabari,Mymensingh,Jamalpur,Sarishabari,http://dphe.sarishabari.jamalpur.gov.bd/en,9,3
Mymensingh-Mymensingh-Bhaluka,Mymensingh,Mymensingh,Bhaluka,http://dphe.bhaluka.mymensingh.gov.bd/en,11,2
Mymensingh-Mymensingh-Dhobaura,Mymensingh,Mymensingh,Dhobaura,http://dphe.dhobaura.mymensingh.gov.bd/en,6,1
Mymensingh-Mymensingh-Fulbaria,Mymensingh,Mymensingh,Fulbaria,http://dphe.fulbaria.mymensingh.gov.bd/en,2,1
Mymensingh-Mymensingh-Gaffargaon,Mymensingh,Mymensingh,Gaffargaon,http://dphe.gaffargaon.mymensingh.gov.bd/en,0,0
Mymensingh-Mymensingh-Gauripur,Mymensingh,Mymensingh,Gauripur,http://dphe.gauripur.mymensingh.gov.bd/en,0,0
Mymensingh-Mymensingh-Haluaghat,Mymensingh,Mymensingh,Haluaghat,http://dphe.haluaghat.mymensingh.gov.bd/en,5,2
Mymensingh-Mymensingh-Ishwarganj,Mymensingh,Mymensingh,Ishwarganj,http://dphe.ishwarganj.mymensingh.gov.bd/en,0,0
Mymensingh-Mymensingh-Muktagachha,Mymensingh,Mymensingh,Muktagachha,http://dphe.muktagachha.mymensingh.gov.bd/en,0,0
Mymensingh-Mymensingh-Mymensingh Sadar,Mymensingh,Mymensingh,Mymensingh Sadar,http://dphe.sadar.mymensingh.gov.bd/en,0,0
Mymensingh-Mymensingh-Nandail,Mymensingh,Mymensingh,Nandail,http://dphe.nandail.mymensingh.gov.bd/en,9,1
Mymensingh-Mymensingh-Phulpur,Mymensingh,Mymensingh,Phulpur,http://dphe.phulpur.mymensingh.gov.bd/en,8,3
Mymensingh-Mymensingh-Trishal,Mymensingh,Mymensingh,Trishal,http://dphe.trishal.mymensingh.gov.bd/en,10,2
Mymensingh-Netrakona-Atpara,Mymensingh,Netrakona,Atpara,http://dphe.atpara.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Barhatta,Mymensingh,Netrakona,Barhatta,http://dphe.barhatta.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Durgapur,Mymensingh,Netrakona,Durgapur,http://dphe.durgapur.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Kalmakanda,Mymensingh,Netrakona,Kalmakanda,http://dphe.kalmakanda.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Kendua,Mymensingh,Netrakona,Kendua,http://dphe.kendua.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Khaliajuri,Mymensingh,Netrakona,Khaliajuri,http://dphe.khaliajuri.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Madan,Mymensingh,Netrakona,Madan,http://dphe.madan.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Mohanganj,Mymensingh,Netrakona,Mohanganj,http://dphe.mohanganj.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Netrokona Sadar,Mymensingh,Netrakona,Netrokona Sadar,http://dphe.sadar.netrakona.gov.bd/en,0,0
Mymensingh-Netrakona-Purbadhala,Mymensingh,Netrakona,Purbadhala,http://dphe.purbadhala.netrakona.gov.bd/en,0,0
Mymensingh-Sherpur-Jhenaigati,Mymensingh,Sherpur,Jhenaigati,http://dphe.jhenaigati.sherpur.gov.bd/en,9,1
Mymensingh-Sherpur-Nakla,Mymensingh,Sherpur,Nakla,http://dphe.nakla.sherpur.gov.bd/en,0,0
Mymensingh-Sherpur-Nalitabari,Mymensingh,Sherpur,Nalitabari,http://dphe.nalitabari.sherpur.gov.bd/en,6,2
Mymensingh-Sherpur-Sherpur Sadar,Mymensingh,Sherpur,Sherpur Sadar,http://dphe.sadar.sherpur.gov.bd/en,0,0
Mymensingh-Sherpur-Sreebardi,Mymensingh,Sherpur,Sreebardi,http://dphe.sreebardi.sherpur.gov.bd/en,0,0
Rajshahi-Bogra-Adamdighi,Rajshahi,Bogra,Adamdighi,http://dphe.adamdighi.bogra.gov.bd/en,8,2
Rajshahi-Bogra-Bogra Sadar,Rajshahi,Bogra,Bogra Sadar,http://dphe.sadar.bogra.gov.bd/en,10,3
Rajshahi-Bogra-Dhunat,Rajshahi,Bogra,Dhunat,http://dphe.dhunat.bogra.gov.bd/en,0,0
Rajshahi-Bogra-Dhupchanchia,Rajshahi,Bogra,Dhupchanchia,http://dphe.dhupchanchia.bogra.gov.bd/en,0,0
Rajshahi-Bogra-Gabtali,Rajshahi,Bogra,Gabtali,http://dphe.gabtali.bogra.gov.bd/en,13,3
Rajshahi-Bogra-Kahaloo,Rajshahi,Bogra,Kahaloo,http://dphe.kahaloo.bogra.gov.bd/en,3,1
Rajshahi-Bogra-Nandigram,Rajshahi,Bogra,Nandigram,http://dphe.nandigram.bogra.gov.bd/en,0,0
Rajshahi-Bogra-Sariakandi,Rajshahi,Bogra,Sariakandi,http://dphe.sariakandi.bogra.gov.bd/en,0,0
Rajshahi-Bogra-Shajahanpur,Rajshahi,Bogra,Shajahanpur,http://dphe.shajahanpur.bogra.gov.bd/en,7,2
Rajshahi-Bogra-Sherpur,Rajshahi,Bogra,Sherpur,http://dphe.sherpur.bogra.gov.bd/en,14,7
Rajshahi-Bogra-Shibganj,Rajshahi,Bogra,Shibganj,http://dphe.shibganj.bogra.gov.bd/en,8,4
Rajshahi-Bogra-Sonatola,Rajshahi,Bogra,Sonatola,http://dphe.sonatola.bogra.gov.bd/en,0,0
Rajshahi-Joypurhat-Akkelpur,Rajshahi,Joypurhat,Akkelpur,http://dphe.akkelpur.joypurhat.gov.bd/en,6,2
Rajshahi-Joypurhat-Joypurhat Sadar,Rajshahi,Joypurhat,Joypurhat Sadar,http://dphe.sadar.joypurhat.gov.bd/en,0,0
Rajshahi-Joypurhat-Kalai,Rajshahi,Joypurhat,Kalai,http://dphe.kalai.joypurhat.gov.bd/en,6,2
Rajshahi-Joypurhat-Khetlal,Rajshahi,Joypurhat,Khetlal,http://dphe.khetlal.joypurhat.gov.bd/en,7,7
Rajshahi-Joypurhat-Panchbibi,Rajshahi,Joypurhat,Panchbibi,http://dphe.panchbibi.joypurhat.gov.bd/en,6,2
Rajshahi-Naogaon-Atrai,Rajshahi,Naogaon,Atrai,http://dphe.atrai.naogaon.gov.bd/en,9,1
Rajshahi-Naogaon-Badalgachhi,Rajshahi,Naogaon,Badalgachhi,http://dphe.badalgachhi.naogaon.gov.bd/en,0,0
Rajshahi-Naogaon-Dhamoirhat,Rajshahi,Naogaon,Dhamoirhat,http://dphe.dhamoirhat.naogaon.gov.bd/en,8,5
Rajshahi-Naogaon-Mahadebpur,Rajshahi,Naogaon,Mahadebpur,http://dphe.mahadebpur.naogaon.gov.bd/en,0,0
Rajshahi-Naogaon-Manda,Rajshahi,Naogaon,Manda,http://dphe.manda.naogaon.gov.bd/en,10,3
Rajshahi-Naogaon-Naogaon Sadar,Rajshahi,Naogaon,Naogaon Sadar,http://dphe.sadar.naogaon.gov.bd/en,0,0
Rajshahi-Naogaon-Niamatpur,Rajshahi,Naogaon,Niamatpur,http://dphe.niamatpur.naogaon.gov.bd/en,10,4
Rajshahi-Naogaon-Patnitala,Rajshahi,Naogaon,Patnitala,http://dphe.patnitala.naogaon.gov.bd/en,4,2
Rajshahi-Naogaon-Porsha,Rajshahi,Naogaon,Porsha,http://dphe.porsha.naogaon.gov.bd/en,7,3
Rajshahi-Naogaon-Raninagar,Rajshahi,Naogaon,Raninagar,http://dphe.raninagar.naogaon.gov.bd/en,6,1
Rajshahi-Naogaon-Sapahar,Rajshahi,Naogaon,Sapahar,http://dphe.sapahar.naogaon.gov.bd/en,11,6
Rajshahi-Natore-Bagati Para,Rajshahi,Natore,Bagati Para,http://dphe.bagatipara.natore.gov.bd/en,10,4
Rajshahi-Natore-Baraigram,Rajshahi,Natore,Baraigram,http://dphe.baraigram.natore.gov.bd/en,9,2
Rajshahi-Natore-Gurudaspur,Rajshahi,Natore,Gurudaspur,http://dphe.gurudaspur.natore.gov.bd/en,10,3
Rajshahi-Natore-Lalpur,Rajshahi,Natore,Lalpur,http://dphe.lalpur.natore.gov.bd/en,9,2
Rajshahi-Natore-Natore Sadar,Rajshahi,Natore,Natore Sadar,http://dphe.sadar.natore.gov.bd/en,0,0
Rajshahi-Natore-Singra,Rajshahi,Natore,Singra,http://dphe.singra.natore.gov.bd/en,10,6
Rajshahi-Nawabganj-Bholahat,Rajshahi,Nawabganj,Bholahat,http://dphe.bholahat.nawabganj.gov.bd/en,0,0
Rajshahi-Nawabganj-Gomastapur,Rajshahi,Nawabganj,Gomastapur,http://dphe.gomastapur.nawabganj.gov.bd/en,0,0
Rajshahi-Nawabganj-Nachole,Rajshahi,Nawabganj,Nachole,http://dphe.nachole.nawabganj.gov.bd/en,0,0
Rajshahi-Nawabganj-Nawabganj Sadar,Rajshahi,Nawabganj,Nawabganj Sadar,http://dphe.sadar.nawabganj.gov.bd/en,0,0
Rajshahi-Nawabganj-Shibganj,Rajshahi,Nawabganj,Shibganj,http://dphe.shibganj.nawabganj.gov.bd/en,0,0
Rajshahi-Pabna-Atgharia,Rajshahi,Pabna,Atgharia,http://dphe.atgharia.pabna.gov.bd/en,0,0
Rajshahi-Pabna-Bera,Rajshahi,Pabna,Bera,http://dphe.bera.pabna.gov.bd/en,11,4
Rajshahi-Pabna-Bhangura,Rajshahi,Pabna,Bhangura,http://dphe.bhangura.pabna.gov.bd/en,4,4
Rajshahi-Pabna-Chatmohar,Rajshahi,Pabna,Chatmohar,http://dphe.chatmohar.pabna.gov.bd/en,11,11
Rajshahi-Pabna-Faridpur,Rajshahi,Pabna,Faridpur,http://dphe.faridpur.pabna.gov.bd/en,7,3
Rajshahi-Pabna-Ishwardi,Rajshahi,Pabna,Ishwardi,http://dphe.ishwardi.pabna.gov.bd/en,0,0
Rajshahi-Pabna-Pabna Sadar,Rajshahi,Pabna,Pabna Sadar,http://dphe.sadar.pabna.gov.bd/en,0,0
Rajshahi-Pabna-Santhia,Rajshahi,Pabna,Santhia,http://dphe.santhia.pabna.gov.bd/en,8,4
Rajshahi-Pabna-Sujanagar,Rajshahi,Pabna,Sujanagar,http://dphe.sujanagar.pabna.gov.bd/en,9,3
Rajshahi-Rajshahi-Bagha,Rajshahi,Rajshahi,Bagha,http://dphe.bagha.rajshahi.gov.bd/en,10,4
Rajshahi-Rajshahi-Baghmara,Rajshahi,Rajshahi,Baghmara,http://dphe.baghmara.rajshahi.gov.bd/en,0,0
Rajshahi-Rajshahi-Boalia,Rajshahi,Rajshahi,Boalia,http://dphe.boalia.rajshahi.gov.bd/en,0,0
Rajshahi-Rajshahi-Charghat,Rajshahi,Rajshahi,Charghat,http://dphe.charghat.rajshahi.gov.bd/en,5,2
Rajshahi-Rajshahi-Durgapur,Rajshahi,Rajshahi,Durgapur,http://dphe.durgapur.rajshahi.gov.bd/en,7,7
Rajshahi-Rajshahi-Godagari,Rajshahi,Rajshahi,Godagari,http://dphe.godagari.rajshahi.gov.bd/en,9,2
Rajshahi-Rajshahi-Matihar,Rajshahi,Rajshahi,Matihar,http://dphe.matihar.rajshahi.gov.bd/en,0,0
Rajshahi-Rajshahi-Mohanpur,Rajshahi,Rajshahi,Mohanpur,http://dphe.mohanpur.rajshahi.gov.bd/en,0,0
Rajshahi-Rajshahi-Paba,Rajshahi,Rajshahi,Paba,http://dphe.paba.rajshahi.gov.bd/en,7,3
Rajshahi-Rajshahi-Puthia,Rajshahi,Rajshahi,Puthia,http://dphe.puthia.rajshahi.gov.bd/en,8,1
Rajshahi-Rajshahi-Rajpara,Rajshahi,Rajshahi,Rajpara,http://dphe.rajpara.rajshahi.gov.bd/en,0,0
Rajshahi-Rajshahi-Shah Makhdum,Rajshahi,Rajshahi,Shah Makhdum,http://dphe.shahmakhdum.rajshahi.gov.bd/en,0,0
Rajshahi-Rajshahi-Tanore,Rajshahi,Rajshahi,Tanore,http://dphe.tanore.rajshahi.gov.bd/en,7,1
Rajshahi-Sirajganj-Belkuchi,Rajshahi,Sirajganj,Belkuchi,http://dphe.belkuchi.sirajganj.gov.bd/en,11,3
Rajshahi-Sirajganj-Chauhali,Rajshahi,Sirajganj,Chauhali,http://dphe.chauhali.sirajganj.gov.bd/en,7,2
Rajshahi-Sirajganj-Kamarkhanda,Rajshahi,Sirajganj,Kamarkhanda,http://dphe.kamarkhanda.sirajganj.gov.bd/en,0,0
Rajshahi-Sirajganj-Kazipur,Rajshahi,Sirajganj,Kazipur,http://dphe.kazipur.sirajganj.gov.bd/en,9,4
Rajshahi-Sirajganj-Royganj,Rajshahi,Sirajganj,Royganj,http://dphe.royganj.sirajganj.gov.bd/en,0,0
Rajshahi-Sirajganj-Shahjadpur,Rajshahi,Sirajganj,Shahjadpur,http://dphe.shahjadpur.sirajganj.gov.bd/en,12,2
Rajshahi-Sirajganj-Sirajganj Sadar,Rajshahi,Sirajganj,Sirajganj Sadar,http://dphe.sadar.sirajganj.gov.bd/en,0,0
Rajshahi-Sirajganj-Tarash,Rajshahi,Sirajganj,Tarash,http://dphe.tarash.sirajganj.gov.bd/en,7,1
Rajshahi-Sirajganj-Ullah Para,Rajshahi,Sirajganj,Ullah Para,http://dphe.ullahpara.sirajganj.gov.bd/en,0,0
Rangpur-Dinajpur-Biral,Rangpur,Dinajpur,Biral,http://dphe.biral.dinajpur.gov.bd/en,0,0
Rangpur-Dinajpur-Birampur,Rangpur,Dinajpur,Birampur,http://dphe.birampur.dinajpur.gov.bd/en,9,2
Rangpur-Dinajpur-Birganj,Rangpur,Dinajpur,Birganj,http://dphe.birganj.dinajpur.gov.bd/en,7,2
Rangpur-Dinajpur-Bochaganj,Rangpur,Dinajpur,Bochaganj,http://dphe.bochaganj.dinajpur.gov.bd/en,6,2
Rangpur-Dinajpur-Chirirbandar,Rangpur,Dinajpur,Chirirbandar,http://dphe.chirirbandar.dinajpur.gov.bd/en,10,4
Rangpur-Dinajpur-Dinajpur Sadar,Rangpur,Dinajpur,Dinajpur Sadar,http://dphe.sadar.dinajpur.gov.bd/en,0,0
Rangpur-Dinajpur-Fulbari,Rangpur,Dinajpur,Fulbari,http://dphe.fulbari.dinajpur.gov.bd/en,5,3
Rangpur-Dinajpur-Ghoraghat,Rangpur,Dinajpur,Ghoraghat,http://dphe.ghoraghat.dinajpur.gov.bd/en,6,2
Rangpur-Dinajpur-Hakimpur,Rangpur,Dinajpur,Hakimpur,http://dphe.hakimpur.dinajpur.gov.bd/en,4,1
Rangpur-Dinajpur-Kaharole,Rangpur,Dinajpur,Kaharole,http://dphe.kaharole.dinajpur.gov.bd/en,0,0
Rangpur-Dinajpur-Khansama,Rangpur,Dinajpur,Khansama,http://dphe.khansama.dinajpur.gov.bd/en,6,1
Rangpur-Dinajpur-Nawabganj,Rangpur,Dinajpur,Nawabganj,http://dphe.nawabganj.dinajpur.gov.bd/en,9,1
Rangpur-Dinajpur-Parbatipur,Rangpur,Dinajpur,Parbatipur,http://dphe.parbatipur.dinajpur.gov.bd/en,8,2
Rangpur-Gaibandha-Fulchhari,Rangpur,Gaibandha,Fulchhari,http://dphe.fulchhari.gaibandha.gov.bd/en,0,0
Rangpur-Gaibandha-Gaibandha Sadar,Rangpur,Gaibandha,Gaibandha Sadar,http://dphe.sadar.gaibandha.gov.bd/en,0,0
Rangpur-Gaibandha-Gobindaganj,Rangpur,Gaibandha,Gobindaganj,http://dphe.gobindaganj.gaibandha.gov.bd/en,11,4
Rangpur-Gaibandha-Palashbari,Rangpur,Gaibandha,Palashbari,http://dphe.palashbari.gaibandha.gov.bd/en,7,1
Rangpur-Gaibandha-Sadullapur,Rangpur,Gaibandha,Sadullapur,http://dphe.sadullapur.gaibandha.gov.bd/en,7,2
Rangpur-Gaibandha-Saghatta,Rangpur,Gaibandha,Saghatta,http://dphe.saghatta.gaibandha.gov.bd/en,0,0
Rangpur-Gaibandha-Sundarganj,Rangpur,Gaibandha,Sundarganj,http://dphe.sundarganj.gaibandha.gov.bd/en,10,5
Rangpur-Kurigram-Bhurungamari,Rangpur,Kurigram,Bhurungamari,http://dphe.bhurungamari.kurigram.gov.bd/en,6,2
Rangpur-Kurigram-Char Rajibpur,Rangpur,Kurigram,Char Rajibpur,http://dphe.charrajibpur.kurigram.gov.bd/en,8,5
Rangpur-Kurigram-Chilmari,Rangpur,Kurigram,Chilmari,http://dphe.chilmari.kurigram.gov.bd/en,7,2
Rangpur-Kurigram-Kurigram Sadar,Rangpur,Kurigram,Kurigram Sadar,http://dphe.sadar.kurigram.gov.bd/en,0,0
Rangpur-Kurigram-Nageshwari,Rangpur,Kurigram,Nageshwari,http://dphe.nageshwari.kurigram.gov.bd/en,11,3
Rangpur-Kurigram-Phulbari,Rangpur,Kurigram,Phulbari,http://dphe.phulbari.kurigram.gov.bd/en,9,4
Rangpur-Kurigram-Rajarhat,Rangpur,Kurigram,Rajarhat,http://dphe.rajarhat.kurigram.gov.bd/en,10,1
Rangpur-Kurigram-Raumari,Rangpur,Kurigram,Raumari,http://dphe.raumari.kurigram.gov.bd/en,0,0
Rangpur-Kurigram-Ulipur,Rangpur,Kurigram,Ulipur,http://dphe.ulipur.kurigram.gov.bd/en,10,1
Rangpur-Lalmonirhat-Aditmari,Rangpur,Lalmonirhat,Aditmari,http://dphe.aditmari.lalmonirhat.gov.bd/en,7,3
Rangpur-Lalmonirhat-Hatibandha,Rangpur,Lalmonirhat,Hatibandha,http://dphe.hatibandha.lalmonirhat.gov.bd/en,8,1
Rangpur-Lalmonirhat-Kaliganj,Rangpur,Lalmonirhat,Kaliganj,http://dphe.kaliganj.lalmonirhat.gov.bd/en,7,2
Rangpur-Lalmonirhat-Lalmonirhat Sadar,Rangpur,Lalmonirhat,Lalmonirhat Sadar,http://dphe.sadar.lalmonirhat.gov.bd/en,10,5
Rangpur-Lalmonirhat-Patgram,Rangpur,Lalmonirhat,Patgram,http://dphe.patgram.lalmonirhat.gov.bd/en,6,4
Rangpur-Nilphamari-Dimla,Rangpur,Nilphamari,Dimla,http://dphe.dimla.nilphamari.gov.bd/en,11,2
Rangpur-Nilphamari-Domar,Rangpur,Nilphamari,Domar,http://dphe.domar.nilphamari.gov.bd/en,5,2
Rangpur-Nilphamari-Jaldhaka,Rangpur,Nilphamari,Jaldhaka,http://dphe.jaldhaka.nilphamari.gov.bd/en,10,3
Rangpur-Nilphamari-Kishoreganj,Rangpur,Nilphamari,Kishoreganj,http://dphe.kishoreganj.nilphamari.gov.bd/en,0,0
Rangpur-Nilphamari-Nilphamari Sadar,Rangpur,Nilphamari,Nilphamari Sadar,http://dphe.sadar.nilphamari.gov.bd/en,0,0
Rangpur-Nilphamari-Saidpur,Rangpur,Nilphamari,Saidpur,http://dphe.saidpur.nilphamari.gov.bd/en,0,0
Rangpur-Panchagarh-Atwari,Rangpur,Panchagarh,Atwari,http://dphe.atwari.panchagarh.gov.bd/en,7,2
Rangpur-Panchagarh-Boda,Rangpur,Panchagarh,Boda,http://dphe.boda.panchagarh.gov.bd/en,8,1
Rangpur-Panchagarh-Debiganj,Rangpur,Panchagarh,Debiganj,http://dphe.debiganj.panchagarh.gov.bd/en,7,2
Rangpur-Panchagarh-Panchagarh Sadar,Rangpur,Panchagarh,Panchagarh Sadar,http://dphe.sadar.panchagarh.gov.bd/en,0,0
Rangpur-Panchagarh-Tentulia,Rangpur,Panchagarh,Tentulia,http://dphe.tentulia.panchagarh.gov.bd/en,0,0
Rangpur-Rangpur-Badarganj,Rangpur,Rangpur,Badarganj,http://dphe.badarganj.rangpur.gov.bd/en,0,0
Rangpur-Rangpur-Gangachara,Rangpur,Rangpur,Gangachara,http://dphe.gangachara.rangpur.gov.bd/en,7,3
Rangpur-Rangpur-Kaunia,Rangpur,Rangpur,Kaunia,http://dphe.kaunia.rangpur.gov.bd/en,6,1
Rangpur-Rangpur-Mitha Pukur,Rangpur,Rangpur,Mitha Pukur,http://dphe.mithapukur.rangpur.gov.bd/en,12,1
Rangpur-Rangpur-Pirgachha,Rangpur,Rangpur,Pirgachha,http://dphe.pirgachha.rangpur.gov.bd/en,0,0
Rangpur-Rangpur-Pirganj,Rangpur,Rangpur,Pirganj,http://dphe.pirganj.rangpur.gov.bd/en,0,0
Rangpur-Rangpur-Rangpur Sadar,Rangpur,Rangpur,Rangpur Sadar,http://dphe.sadar.rangpur.gov.bd/en,0,0
Rangpur-Rangpur-Taraganj,Rangpur,Rangpur,Taraganj,http://dphe.taraganj.rangpur.gov.bd/en,0,0
Rangpur-Thakurgaon-Baliadangi,Rangpur,Thakurgaon,Baliadangi,http://dphe.baliadangi.thakurgaon.gov.bd/en,6,2
Rangpur-Thakurgaon-Haripur,Rangpur,Thakurgaon,Haripur,http://dphe.haripur.thakurgaon.gov.bd/en,4,3
Rangpur-Thakurgaon-Pirganj,Rangpur,Thakurgaon,Pirganj,http://dphe.pirganj.thakurgaon.gov.bd/en,7,6
Rangpur-Thakurgaon-Ranisankail,Rangpur,Thakurgaon,Ranisankail,http://dphe.ranisankail.thakurgaon.gov.bd/en,6,2
Rangpur-Thakurgaon-Thakurgaon Sadar,Rangpur,Thakurgaon,Thakurgaon Sadar,http://dphe.sadar.thakurgaon.gov.bd/en,0,0
Sylhet-Habiganj-Ajmiriganj,Sylhet,Habiganj,Ajmiriganj,http://dphe.ajmiriganj.habiganj.gov.bd/en,4,0
Sylhet-Habiganj-Bahubal,Sylhet,Habiganj,Bahubal,http://dphe.bahubal.habiganj.gov.bd/en,6,0
Sylhet-Habiganj-Baniachong,Sylhet,Habiganj,Baniachong,http://dphe.baniachong.habiganj.gov.bd/en,6,0
Sylhet-Habiganj-Chunarughat,Sylhet,Habiganj,Chunarughat,http://dphe.chunarughat.habiganj.gov.bd/en,11,0
Sylhet-Habiganj-Habiganj Sadar,Sylhet,Habiganj,Habiganj Sadar,http://dphe.sadar.habiganj.gov.bd/en,0,0
Sylhet-Habiganj-Lakhai,Sylhet,Habiganj,Lakhai,http://dphe.lakhai.habiganj.gov.bd/en,9,0
Sylhet-Habiganj-Madhabpur,Sylhet,Habiganj,Madhabpur,http://dphe.madhabpur.habiganj.gov.bd/en,3,0
Sylhet-Habiganj-Nabiganj,Sylhet,Habiganj,Nabiganj,http://dphe.nabiganj.habiganj.gov.bd/en,7,0
Sylhet-Maulvibazar-Barlekha,Sylhet,Maulvibazar,Barlekha,http://dphe.barlekha.maulvibazar.gov.bd/en,0,0
Sylhet-Maulvibazar-Juri,Sylhet,Maulvibazar,Juri,http://dphe.juri.maulvibazar.gov.bd/en,0,0
Sylhet-Maulvibazar-Kamalganj,Sylhet,Maulvibazar,Kamalganj,http://dphe.kamalganj.maulvibazar.gov.bd/en,0,0
Sylhet-Maulvibazar-Kulaura,Sylhet,Maulvibazar,Kulaura,http://dphe.kulaura.maulvibazar.gov.bd/en,0,0
Sylhet-Maulvibazar-Maulvi Bazar Sadar,Sylhet,Maulvibazar,Maulvi Bazar Sadar,http://dphe.maulvibazarsadar.maulvibazar.gov.bd/en,0,0
Sylhet-Maulvibazar-Rajnagar,Sylhet,Maulvibazar,Rajnagar,http://dphe.rajnagar.maulvibazar.gov.bd/en,0,0
Sylhet-Maulvibazar-Sreemangal,Sylhet,Maulvibazar,Sreemangal,http://dphe.sreemangal.maulvibazar.gov.bd/en,0,0
Sylhet-Sunamganj-Bishwambarpur,Sylhet,Sunamganj,Bishwambarpur,http://dphe.bishwambarpur.sunamganj.gov.bd/en,7,2
Sylhet-Sunamganj-Chhatak,Sylhet,Sunamganj,Chhatak,http://dphe.chhatak.sunamganj.gov.bd/en,7,1
Sylhet-Sunamganj-Dakshin Sunamganj,Sylhet,Sunamganj,Dakshin Sunamganj,http://dphe.sunamganj.gov.bd/en,6,5
Sylhet-Sunamganj-Derai,Sylhet,Sunamganj,Derai,http://dphe.derai.sunamganj.gov.bd/en,7,1
Sylhet-Sunamganj-Dharampasha,Sylhet,Sunamganj,Dharampasha,http://dphe.dharampasha.sunamganj.gov.bd/en,0,0
Sylhet-Sunamganj-Dowarabazar,Sylhet,Sunamganj,Dowarabazar,http://dphe.dowarabazar.sunamganj.gov.bd/en,5,3
Sylhet-Sunamganj-Jagannathpur,Sylhet,Sunamganj,Jagannathpur,http://dphe.jagannathpur.sunamganj.gov.bd/en,2,1
Sylhet-Sunamganj-Jamalganj,Sylhet,Sunamganj,Jamalganj,http://dphe.jamalganj.sunamganj.gov.bd/en,5,1
Sylhet-Sunamganj-Sulla,Sylhet,Sunamganj,Sulla,http://dphe.sulla.sunamganj.gov.bd/en,0,0
Sylhet-Sunamganj-Sunamganj Sadar,Sylhet,Sunamganj,Sunamganj Sadar,http://dphe.sadar.sunamganj.gov.bd/en,8,5
Sylhet-Sunamganj-Tahirpur,Sylhet,Sunamganj,Tahirpur,http://dphe.tahirpur.sunamganj.gov.bd/en,5,1
Sylhet-Sylhet-Balaganj,Sylhet,Sylhet,Balaganj,http://dphe.balaganj.sylhet.gov.bd/en,6,6
Sylhet-Sylhet-Beani Bazar,Sylhet,Sylhet,Beani Bazar,http://dphe.beanibazar.sylhet.gov.bd/en,7,2
Sylhet-Sylhet-Bishwanath,Sylhet,Sylhet,Bishwanath,http://dphe.bishwanath.sylhet.gov.bd/en,10,1
Sylhet-Sylhet-Companiganj,Sylhet,Sylhet,Companiganj,http://dphe.companiganj.sylhet.gov.bd/en,1,1
Sylhet-Sylhet-Dakshin Surma,Sylhet,Sylhet,Dakshin Surma,http://dphe.dakshinsurma.sylhet.gov.bd/en,0,0
Sylhet-Sylhet-Fenchuganj,Sylhet,Sylhet,Fenchuganj,http://dphe.fenchuganj.sylhet.gov.bd/en,7,4
Sylhet-Sylhet-Golabganj,Sylhet,Sylhet,Golabganj,http://dphe.golabganj.sylhet.gov.bd/en,0,0
Sylhet-Sylhet-Gowainghat,Sylhet,Sylhet,Gowainghat,http://dphe.gowainghat.sylhet.gov.bd/en,6,1
Sylhet-Sylhet-Jaintiapur,Sylhet,Sylhet,Jaintiapur,http://dphe.jaintiapur.sylhet.gov.bd/en,5,2
Sylhet-Sylhet-Kanaighat,Sylhet,Sylhet,Kanaighat,http://dphe.kanaighat.sylhet.gov.bd/en,12,1
Sylhet-Sylhet-Sylhet Sadar,Sylhet,Sylhet,Sylhet Sadar,http://dphe.sylhetsadar.sylhet.gov.bd/en,0,0
Sylhet-Sylhet-Zakiganj,Sylhet,Sylhet,Zakiganj,http://dphe.zakiganj.sylhet.gov.bd/en,5,1
,,,,,359 / 538,
